Gene stable ID,Gene stable ID version,Gene description,Gene name
ENSMUSG00000100677,ENSMUSG00000100677.1,"predicted gene, 21184 [Source:MGI Symbol;Acc:MGI:5434539]",Gm21184
ENSMUSG00000100171,ENSMUSG00000100171.1,"predicted gene, 21201 [Source:MGI Symbol;Acc:MGI:5434556]",Gm21201
ENSMUSG00000099463,ENSMUSG00000099463.6,predicted gene 29081 [Source:MGI Symbol;Acc:MGI:5579787],Gm29081
ENSMUSG00000100745,ENSMUSG00000100745.1,predicted gene 29077 [Source:MGI Symbol;Acc:MGI:5579783],Gm29077
ENSMUSG00000101341,ENSMUSG00000101341.1,predicted gene 29076 [Source:MGI Symbol;Acc:MGI:5579782],Gm29076
ENSMUSG00000100193,ENSMUSG00000100193.1,predicted gene 29079 [Source:MGI Symbol;Acc:MGI:5579785],Gm29079
ENSMUSG00000099651,ENSMUSG00000099651.1,predicted gene 29078 [Source:MGI Symbol;Acc:MGI:5579784],Gm29078
ENSMUSG00000101787,ENSMUSG00000101787.1,"predicted gene, 20853 [Source:MGI Symbol;Acc:MGI:5434209]",Gm20853
ENSMUSG00000101043,ENSMUSG00000101043.1,predicted gene 29075 [Source:MGI Symbol;Acc:MGI:5579781],Gm29075
ENSMUSG00000099390,ENSMUSG00000099390.6,predicted gene 29225 [Source:MGI Symbol;Acc:MGI:5579931],Gm29225
ENSMUSG00000100422,ENSMUSG00000100422.1,predicted gene 29226 [Source:MGI Symbol;Acc:MGI:5579932],Gm29226
ENSMUSG00000100385,ENSMUSG00000100385.1,predicted gene 29227 [Source:MGI Symbol;Acc:MGI:5579933],Gm29227
ENSMUSG00000100064,ENSMUSG00000100064.1,predicted gene 28339 [Source:MGI Symbol;Acc:MGI:5579045],Gm28339
ENSMUSG00000095793,ENSMUSG00000095793.7,"predicted gene, 20855 [Source:MGI Symbol;Acc:MGI:5434211]",Gm20855
ENSMUSG00000101626,ENSMUSG00000101626.6,predicted gene 29386 [Source:MGI Symbol;Acc:MGI:5580092],Gm29386
ENSMUSG00000101091,ENSMUSG00000101091.1,predicted gene 29384 [Source:MGI Symbol;Acc:MGI:5580090],Gm29384
ENSMUSG00000100229,ENSMUSG00000100229.1,"predicted gene, 21896 [Source:MGI Symbol;Acc:MGI:5434060]",Gm21896
ENSMUSG00000101691,ENSMUSG00000101691.1,predicted gene 29280 [Source:MGI Symbol;Acc:MGI:5579986],Gm29280
ENSMUSG00000100540,ENSMUSG00000100540.1,"predicted gene, 20799 [Source:MGI Symbol;Acc:MGI:5434155]",Gm20799
ENSMUSG00000100244,ENSMUSG00000100244.1,predicted gene 29279 [Source:MGI Symbol;Acc:MGI:5579985],Gm29279
ENSMUSG00000099799,ENSMUSG00000099799.6,predicted gene 28260 [Source:MGI Symbol;Acc:MGI:5578966],Gm28260
ENSMUSG00000099999,ENSMUSG00000099999.1,"predicted gene, 21795 [Source:MGI Symbol;Acc:MGI:5433959]",Gm21795
ENSMUSG00000101806,ENSMUSG00000101806.1,predicted gene 28261 [Source:MGI Symbol;Acc:MGI:5578967],Gm28261
ENSMUSG00000101632,ENSMUSG00000101632.1,predicted gene 28264 [Source:MGI Symbol;Acc:MGI:5578970],Gm28264
ENSMUSG00000099525,ENSMUSG00000099525.1,"predicted gene, 21872 [Source:MGI Symbol;Acc:MGI:5434036]",Gm21872
ENSMUSG00000100749,ENSMUSG00000100749.1,"predicted gene, 20798 [Source:MGI Symbol;Acc:MGI:5434154]",Gm20798
ENSMUSG00000099963,ENSMUSG00000099963.6,predicted gene 28463 [Source:MGI Symbol;Acc:MGI:5579169],Gm28463
ENSMUSG00000100299,ENSMUSG00000100299.1,predicted gene 28584 [Source:MGI Symbol;Acc:MGI:5579290],Gm28584
ENSMUSG00000101127,ENSMUSG00000101127.1,predicted gene 28585 [Source:MGI Symbol;Acc:MGI:5579291],Gm28585
ENSMUSG00000096650,ENSMUSG00000096650.7,"predicted gene, 20896 [Source:MGI Symbol;Acc:MGI:5434252]",Gm20896
ENSMUSG00000102058,ENSMUSG00000102058.6,predicted gene 28470 [Source:MGI Symbol;Acc:MGI:5579176],Gm28470
ENSMUSG00000100034,ENSMUSG00000100034.1,predicted gene 28469 [Source:MGI Symbol;Acc:MGI:5579175],Gm28469
ENSMUSG00000099589,ENSMUSG00000099589.1,"predicted gene, 21898 [Source:MGI Symbol;Acc:MGI:5434062]",Gm21898
ENSMUSG00000100263,ENSMUSG00000100263.1,predicted gene 28468 [Source:MGI Symbol;Acc:MGI:5579174],Gm28468
ENSMUSG00000101575,ENSMUSG00000101575.1,"predicted gene, 20898 [Source:MGI Symbol;Acc:MGI:5434254]",Gm20898
ENSMUSG00000100785,ENSMUSG00000100785.1,predicted gene 29333 [Source:MGI Symbol;Acc:MGI:5580039],Gm29333
ENSMUSG00000099822,ENSMUSG00000099822.6,predicted gene 28332 [Source:MGI Symbol;Acc:MGI:5579038],Gm28332
ENSMUSG00000101781,ENSMUSG00000101781.1,predicted gene 28333 [Source:MGI Symbol;Acc:MGI:5579039],Gm28333
ENSMUSG00000101271,ENSMUSG00000101271.1,predicted gene 28334 [Source:MGI Symbol;Acc:MGI:5579040],Gm28334
ENSMUSG00000099504,ENSMUSG00000099504.1,predicted gene 28335 [Source:MGI Symbol;Acc:MGI:5579041],Gm28335
ENSMUSG00000101377,ENSMUSG00000101377.1,predicted gene 28336 [Source:MGI Symbol;Acc:MGI:5579042],Gm28336
ENSMUSG00000101709,ENSMUSG00000101709.1,predicted gene 28337 [Source:MGI Symbol;Acc:MGI:5579043],Gm28337
ENSMUSG00000099814,ENSMUSG00000099814.6,predicted gene 28338 [Source:MGI Symbol;Acc:MGI:5579044],Gm28338
ENSMUSG00000100316,ENSMUSG00000100316.1,predicted gene 28812 [Source:MGI Symbol;Acc:MGI:5579518],Gm28812
ENSMUSG00000101284,ENSMUSG00000101284.1,predicted gene 28811 [Source:MGI Symbol;Acc:MGI:5579517],Gm28811
ENSMUSG00000100651,ENSMUSG00000100651.1,predicted gene 28810 [Source:MGI Symbol;Acc:MGI:5579516],Gm28810
ENSMUSG00000101933,ENSMUSG00000101933.1,"predicted gene, 20835 [Source:MGI Symbol;Acc:MGI:5434191]",Gm20835
ENSMUSG00000100647,ENSMUSG00000100647.6,predicted gene 29027 [Source:MGI Symbol;Acc:MGI:5579733],Gm29027
ENSMUSG00000101815,ENSMUSG00000101815.1,predicted gene 29028 [Source:MGI Symbol;Acc:MGI:5579734],Gm29028
ENSMUSG00000101538,ENSMUSG00000101538.1,predicted gene 29029 [Source:MGI Symbol;Acc:MGI:5579735],Gm29029
ENSMUSG00000100983,ENSMUSG00000100983.1,predicted gene 29030 [Source:MGI Symbol;Acc:MGI:5579736],Gm29030
ENSMUSG00000101820,ENSMUSG00000101820.1,predicted gene 29023 [Source:MGI Symbol;Acc:MGI:5579729],Gm29023
ENSMUSG00000100283,ENSMUSG00000100283.1,predicted gene 29024 [Source:MGI Symbol;Acc:MGI:5579730],Gm29024
ENSMUSG00000099832,ENSMUSG00000099832.1,predicted gene 29025 [Source:MGI Symbol;Acc:MGI:5579731],Gm29025
ENSMUSG00000101246,ENSMUSG00000101246.1,predicted gene 29026 [Source:MGI Symbol;Acc:MGI:5579732],Gm29026
ENSMUSG00000101382,ENSMUSG00000101382.1,predicted gene 28213 [Source:MGI Symbol;Acc:MGI:5578919],Gm28213
ENSMUSG00000099967,ENSMUSG00000099967.1,predicted gene 28212 [Source:MGI Symbol;Acc:MGI:5578918],Gm28212
ENSMUSG00000101161,ENSMUSG00000101161.1,"predicted gene, 21799 [Source:MGI Symbol;Acc:MGI:5433963]",Gm21799
ENSMUSG00000100705,ENSMUSG00000100705.1,predicted gene 28227 [Source:MGI Symbol;Acc:MGI:5578933],Gm28227
ENSMUSG00000101157,ENSMUSG00000101157.1,"predicted gene, 20905 [Source:MGI Symbol;Acc:MGI:5434261]",Gm20905
ENSMUSG00000099712,ENSMUSG00000099712.1,predicted gene 29411 [Source:MGI Symbol;Acc:MGI:5580117],Gm29411
ENSMUSG00000099586,ENSMUSG00000099586.1,predicted gene 28222 [Source:MGI Symbol;Acc:MGI:5578928],Gm28222
ENSMUSG00000100066,ENSMUSG00000100066.1,"predicted gene, 21835 [Source:MGI Symbol;Acc:MGI:5433999]",Gm21835
ENSMUSG00000101879,ENSMUSG00000101879.1,predicted gene 28820 [Source:MGI Symbol;Acc:MGI:5579526],Gm28820
ENSMUSG00000099412,ENSMUSG00000099412.1,predicted gene 28223 [Source:MGI Symbol;Acc:MGI:5578929],Gm28223
ENSMUSG00000101831,ENSMUSG00000101831.1,predicted gene 29412 [Source:MGI Symbol;Acc:MGI:5580118],Gm29412
ENSMUSG00000100428,ENSMUSG00000100428.1,predicted gene 29413 [Source:MGI Symbol;Acc:MGI:5580119],Gm29413
ENSMUSG00000099601,ENSMUSG00000099601.1,predicted gene 29671 [Source:MGI Symbol;Acc:MGI:5580377],Gm29671
ENSMUSG00000101704,ENSMUSG00000101704.1,"predicted gene, 21878 [Source:MGI Symbol;Acc:MGI:5434042]",Gm21878
ENSMUSG00000101349,ENSMUSG00000101349.1,predicted gene 28162 [Source:MGI Symbol;Acc:MGI:5578868],Gm28162
ENSMUSG00000101710,ENSMUSG00000101710.1,"predicted gene, 20922 [Source:MGI Symbol;Acc:MGI:5434278]",Gm20922
ENSMUSG00000094575,ENSMUSG00000094575.2,"predicted gene, 20738 [Source:MGI Symbol;Acc:MGI:5434094]",Gm20738
ENSMUSG00000100952,ENSMUSG00000100952.1,predicted gene 28545 [Source:MGI Symbol;Acc:MGI:5579251],Gm28545
ENSMUSG00000099730,ENSMUSG00000099730.1,predicted gene 28547 [Source:MGI Symbol;Acc:MGI:5579253],Gm28547
ENSMUSG00000101873,ENSMUSG00000101873.1,predicted gene 28546 [Source:MGI Symbol;Acc:MGI:5579252],Gm28546
ENSMUSG00000100203,ENSMUSG00000100203.1,"predicted gene, 21924 [Source:MGI Symbol;Acc:MGI:5434088]",Gm21924
ENSMUSG00000099460,ENSMUSG00000099460.1,"predicted gene, 21735 [Source:MGI Symbol;Acc:MGI:5433899]",Gm21735
ENSMUSG00000099807,ENSMUSG00000099807.1,predicted gene 28771 [Source:MGI Symbol;Acc:MGI:5579477],Gm28771
ENSMUSG00000101435,ENSMUSG00000101435.1,predicted gene 28772 [Source:MGI Symbol;Acc:MGI:5579478],Gm28772
ENSMUSG00000100883,ENSMUSG00000100883.1,predicted gene 28773 [Source:MGI Symbol;Acc:MGI:5579479],Gm28773
ENSMUSG00000100892,ENSMUSG00000100892.1,"predicted gene, 20897 [Source:MGI Symbol;Acc:MGI:5434253]",Gm20897
ENSMUSG00000101050,ENSMUSG00000101050.1,predicted gene 28774 [Source:MGI Symbol;Acc:MGI:5579480],Gm28774
ENSMUSG00000099793,ENSMUSG00000099793.1,predicted gene 28775 [Source:MGI Symbol;Acc:MGI:5579481],Gm28775
ENSMUSG00000100699,ENSMUSG00000100699.1,"predicted gene, 21765 [Source:MGI Symbol;Acc:MGI:5433929]",Gm21765
ENSMUSG00000096438,ENSMUSG00000096438.3,"glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15 [Source:MGI Symbol;Acc:MGI:5434255]",Gapdh-ps15
ENSMUSG00000099351,ENSMUSG00000099351.1,predicted gene 28776 [Source:MGI Symbol;Acc:MGI:5579482],Gm28776
ENSMUSG00000099489,ENSMUSG00000099489.1,"predicted gene, 21787 [Source:MGI Symbol;Acc:MGI:5433951]",Gm21787
ENSMUSG00000100845,ENSMUSG00000100845.1,predicted gene 28770 [Source:MGI Symbol;Acc:MGI:5579476],Gm28770
ENSMUSG00000096275,ENSMUSG00000096275.2,"predicted gene, 20901 [Source:MGI Symbol;Acc:MGI:5434257]",Gm20901
ENSMUSG00000101771,ENSMUSG00000101771.6,predicted gene 28176 [Source:MGI Symbol;Acc:MGI:5578882],Gm28176
ENSMUSG00000100719,ENSMUSG00000100719.1,predicted gene 28786 [Source:MGI Symbol;Acc:MGI:5579492],Gm28786
ENSMUSG00000101740,ENSMUSG00000101740.6,predicted gene 29360 [Source:MGI Symbol;Acc:MGI:5580066],Gm29360
ENSMUSG00000101292,ENSMUSG00000101292.1,predicted gene 29496 [Source:MGI Symbol;Acc:MGI:5580202],Gm29496
ENSMUSG00000100588,ENSMUSG00000100588.1,predicted gene 29497 [Source:MGI Symbol;Acc:MGI:5580203],Gm29497
ENSMUSG00000102050,ENSMUSG00000102050.1,predicted gene 29499 [Source:MGI Symbol;Acc:MGI:5580205],Gm29499
ENSMUSG00000101040,ENSMUSG00000101040.6,predicted gene 29498 [Source:MGI Symbol;Acc:MGI:5580204],Gm29498
ENSMUSG00000101272,ENSMUSG00000101272.1,"predicted gene, 36782 [Source:MGI Symbol;Acc:MGI:5595941]",Gm36782
ENSMUSG00000101633,ENSMUSG00000101633.1,"predicted gene, 29839 [Source:MGI Symbol;Acc:MGI:5588998]",Gm29839
ENSMUSG00000101727,ENSMUSG00000101727.1,predicted gene 29495 [Source:MGI Symbol;Acc:MGI:5580201],Gm29495
ENSMUSG00000101124,ENSMUSG00000101124.1,predicted gene 28371 [Source:MGI Symbol;Acc:MGI:5579077],Gm28371
ENSMUSG00000099723,ENSMUSG00000099723.1,predicted gene 28595 [Source:MGI Symbol;Acc:MGI:5579301],Gm28595
ENSMUSG00000104381,ENSMUSG00000104381.1,"predicted gene, 37032 [Source:MGI Symbol;Acc:MGI:5610260]",Gm37032
ENSMUSG00000093895,ENSMUSG00000093895.7,"predicted gene, 21865 [Source:MGI Symbol;Acc:MGI:5434029]",Gm21865
ENSMUSG00000100043,ENSMUSG00000100043.1,predicted gene 29433 [Source:MGI Symbol;Acc:MGI:5580139],Gm29433
ENSMUSG00000099786,ENSMUSG00000099786.6,predicted gene 29215 [Source:MGI Symbol;Acc:MGI:5579921],Gm29215
ENSMUSG00000094354,ENSMUSG00000094354.1,"predicted gene, 21882 [Source:MGI Symbol;Acc:MGI:5434046]",Gm21882
ENSMUSG00000095725,ENSMUSG00000095725.2,"predicted gene, 21801 [Source:MGI Symbol;Acc:MGI:5433965]",Gm21801
ENSMUSG00000100900,ENSMUSG00000100900.6,predicted gene 28850 [Source:MGI Symbol;Acc:MGI:5579556],Gm28850
ENSMUSG00000095433,ENSMUSG00000095433.2,"predicted gene, 21914 [Source:MGI Symbol;Acc:MGI:5434078]",Gm21914
ENSMUSG00000100508,ENSMUSG00000100508.6,predicted gene 28617 [Source:MGI Symbol;Acc:MGI:5579323],Gm28617
ENSMUSG00000100771,ENSMUSG00000100771.1,predicted gene 28618 [Source:MGI Symbol;Acc:MGI:5579324],Gm28618
ENSMUSG00000101090,ENSMUSG00000101090.6,predicted gene 28619 [Source:MGI Symbol;Acc:MGI:5579325],Gm28619
ENSMUSG00000100644,ENSMUSG00000100644.1,"predicted gene, 20793 [Source:MGI Symbol;Acc:MGI:5434149]",Gm20793
ENSMUSG00000098868,ENSMUSG00000098868.1,"predicted gene, 27466 [Source:MGI Symbol;Acc:MGI:5530848]",Gm27466
ENSMUSG00000099228,ENSMUSG00000099228.1,"predicted gene, 28018 [Source:MGI Symbol;Acc:MGI:5531400]",Gm28018
ENSMUSG00000099379,ENSMUSG00000099379.1,predicted gene 28993 [Source:MGI Symbol;Acc:MGI:5579699],Gm28993
ENSMUSG00000100070,ENSMUSG00000100070.6,predicted gene 28994 [Source:MGI Symbol;Acc:MGI:5579700],Gm28994
ENSMUSG00000096885,ENSMUSG00000096885.1,"predicted gene, 21797 [Source:MGI Symbol;Acc:MGI:5433961]",Gm21797
ENSMUSG00000095452,ENSMUSG00000095452.2,"predicted gene, 20795 [Source:MGI Symbol;Acc:MGI:5434151]",Gm20795
ENSMUSG00000100797,ENSMUSG00000100797.1,predicted gene 28596 [Source:MGI Symbol;Acc:MGI:5579302],Gm28596
ENSMUSG00000099645,ENSMUSG00000099645.1,"predicted gene, 20832 [Source:MGI Symbol;Acc:MGI:5434188]",Gm20832
ENSMUSG00000100091,ENSMUSG00000100091.1,predicted gene 28597 [Source:MGI Symbol;Acc:MGI:5579303],Gm28597
ENSMUSG00000100649,ENSMUSG00000100649.1,predicted gene 28428 [Source:MGI Symbol;Acc:MGI:5579134],Gm28428
ENSMUSG00000100196,ENSMUSG00000100196.1,"predicted gene, 20827 [Source:MGI Symbol;Acc:MGI:5434183]",Gm20827
ENSMUSG00000099628,ENSMUSG00000099628.1,predicted gene 28427 [Source:MGI Symbol;Acc:MGI:5579133],Gm28427
ENSMUSG00000096120,ENSMUSG00000096120.1,"predicted gene, 21800 [Source:MGI Symbol;Acc:MGI:5433964]",Gm21800
ENSMUSG00000099897,ENSMUSG00000099897.6,predicted gene 28426 [Source:MGI Symbol;Acc:MGI:5579132],Gm28426
ENSMUSG00000099785,ENSMUSG00000099785.6,predicted gene 28425 [Source:MGI Symbol;Acc:MGI:5579131],Gm28425
ENSMUSG00000094071,ENSMUSG00000094071.2,"predicted gene, 21729 [Source:MGI Symbol;Acc:MGI:5433893]",Gm21729
ENSMUSG00000101536,ENSMUSG00000101536.6,predicted gene 28834 [Source:MGI Symbol;Acc:MGI:5579540],Gm28834
ENSMUSG00000099652,ENSMUSG00000099652.1,predicted gene 28833 [Source:MGI Symbol;Acc:MGI:5579539],Gm28833
ENSMUSG00000100737,ENSMUSG00000100737.1,"predicted gene, 21774 [Source:MGI Symbol;Acc:MGI:5433938]",Gm21774
ENSMUSG00000099780,ENSMUSG00000099780.1,predicted gene 29537 [Source:MGI Symbol;Acc:MGI:5580243],Gm29537
ENSMUSG00000099849,ENSMUSG00000099849.1,predicted gene 29274 [Source:MGI Symbol;Acc:MGI:5579980],Gm29274
ENSMUSG00000100822,ENSMUSG00000100822.1,predicted gene 29275 [Source:MGI Symbol;Acc:MGI:5579981],Gm29275
ENSMUSG00000101471,ENSMUSG00000101471.1,predicted gene 29276 [Source:MGI Symbol;Acc:MGI:5579982],Gm29276
ENSMUSG00000101455,ENSMUSG00000101455.1,"predicted gene, 21805 [Source:MGI Symbol;Acc:MGI:5433969]",Gm21805
ENSMUSG00000099700,ENSMUSG00000099700.1,predicted gene 29645 [Source:MGI Symbol;Acc:MGI:5580351],Gm29645
ENSMUSG00000101811,ENSMUSG00000101811.1,predicted gene 28312 [Source:MGI Symbol;Acc:MGI:5579018],Gm28312
ENSMUSG00000099833,ENSMUSG00000099833.1,predicted gene 29165 [Source:MGI Symbol;Acc:MGI:5579871],Gm29165
ENSMUSG00000101247,ENSMUSG00000101247.1,predicted gene 29042 [Source:MGI Symbol;Acc:MGI:5579748],Gm29042
ENSMUSG00000099408,ENSMUSG00000099408.1,predicted gene 28311 [Source:MGI Symbol;Acc:MGI:5579017],Gm28311
ENSMUSG00000101207,ENSMUSG00000101207.1,predicted gene 28310 [Source:MGI Symbol;Acc:MGI:5579016],Gm28310
ENSMUSG00000099542,ENSMUSG00000099542.1,predicted gene 28504 [Source:MGI Symbol;Acc:MGI:5579210],Gm28504
ENSMUSG00000100107,ENSMUSG00000100107.1,predicted gene 28567 [Source:MGI Symbol;Acc:MGI:5579273],Gm28567
ENSMUSG00000100051,ENSMUSG00000100051.1,predicted gene 28568 [Source:MGI Symbol;Acc:MGI:5579274],Gm28568
ENSMUSG00000099977,ENSMUSG00000099977.6,predicted gene 29286 [Source:MGI Symbol;Acc:MGI:5579992],Gm29286
ENSMUSG00000099415,ENSMUSG00000099415.1,predicted gene 29285 [Source:MGI Symbol;Acc:MGI:5579991],Gm29285
ENSMUSG00000100953,ENSMUSG00000100953.6,predicted gene 28280 [Source:MGI Symbol;Acc:MGI:5578986],Gm28280
ENSMUSG00000096332,ENSMUSG00000096332.2,"predicted gene, 21241 [Source:MGI Symbol;Acc:MGI:5434596]",Gm21241
ENSMUSG00000100693,ENSMUSG00000100693.1,predicted gene 28278 [Source:MGI Symbol;Acc:MGI:5578984],Gm28278
ENSMUSG00000099638,ENSMUSG00000099638.1,predicted gene 28279 [Source:MGI Symbol;Acc:MGI:5578985],Gm28279
ENSMUSG00000094181,ENSMUSG00000094181.7,"predicted gene, 21739 [Source:MGI Symbol;Acc:MGI:5433903]",Gm21739
ENSMUSG00000102081,ENSMUSG00000102081.1,predicted gene 28886 [Source:MGI Symbol;Acc:MGI:5579592],Gm28886
ENSMUSG00000102031,ENSMUSG00000102031.6,predicted gene 29426 [Source:MGI Symbol;Acc:MGI:5580132],Gm29426
ENSMUSG00000100408,ENSMUSG00000100408.1,predicted gene 28885 [Source:MGI Symbol;Acc:MGI:5579591],Gm28885
ENSMUSG00000100991,ENSMUSG00000100991.1,"predicted gene, 21856 [Source:MGI Symbol;Acc:MGI:5434020]",Gm21856
ENSMUSG00000102116,ENSMUSG00000102116.1,predicted gene 28887 [Source:MGI Symbol;Acc:MGI:5579593],Gm28887
ENSMUSG00000101649,ENSMUSG00000101649.1,predicted gene 29444 [Source:MGI Symbol;Acc:MGI:5580150],Gm29444
ENSMUSG00000095353,ENSMUSG00000095353.2,"predicted gene, 21783 [Source:MGI Symbol;Acc:MGI:5433947]",Gm21783
ENSMUSG00000101802,ENSMUSG00000101802.1,predicted gene 29445 [Source:MGI Symbol;Acc:MGI:5580151],Gm29445
ENSMUSG00000099790,ENSMUSG00000099790.1,predicted gene 28457 [Source:MGI Symbol;Acc:MGI:5579163],Gm28457
ENSMUSG00000101594,ENSMUSG00000101594.1,"predicted gene, 21779 [Source:MGI Symbol;Acc:MGI:5433943]",Gm21779
ENSMUSG00000100011,ENSMUSG00000100011.1,predicted gene 28458 [Source:MGI Symbol;Acc:MGI:5579164],Gm28458
ENSMUSG00000100974,ENSMUSG00000100974.1,predicted gene 28459 [Source:MGI Symbol;Acc:MGI:5579165],Gm28459
ENSMUSG00000101675,ENSMUSG00000101675.1,predicted gene 28461 [Source:MGI Symbol;Acc:MGI:5579167],Gm28461
ENSMUSG00000100499,ENSMUSG00000100499.6,predicted gene 28460 [Source:MGI Symbol;Acc:MGI:5579166],Gm28460
ENSMUSG00000100256,ENSMUSG00000100256.1,predicted gene 28851 [Source:MGI Symbol;Acc:MGI:5579557],Gm28851
ENSMUSG00000101003,ENSMUSG00000101003.6,predicted gene 28456 [Source:MGI Symbol;Acc:MGI:5579162],Gm28456
ENSMUSG00000100640,ENSMUSG00000100640.1,predicted gene 29073 [Source:MGI Symbol;Acc:MGI:5579779],Gm29073
ENSMUSG00000100628,ENSMUSG00000100628.1,predicted gene 29648 [Source:MGI Symbol;Acc:MGI:5580354],Gm29648
ENSMUSG00000100989,ENSMUSG00000100989.1,predicted gene 29647 [Source:MGI Symbol;Acc:MGI:5580353],Gm29647
ENSMUSG00000100003,ENSMUSG00000100003.1,predicted gene 29646 [Source:MGI Symbol;Acc:MGI:5580352],Gm29646
ENSMUSG00000099462,ENSMUSG00000099462.1,predicted gene 28549 [Source:MGI Symbol;Acc:MGI:5579255],Gm28549
ENSMUSG00000101434,ENSMUSG00000101434.1,predicted gene 29211 [Source:MGI Symbol;Acc:MGI:5579917],Gm29211
ENSMUSG00000100061,ENSMUSG00000100061.1,predicted gene 29212 [Source:MGI Symbol;Acc:MGI:5579918],Gm29212
ENSMUSG00000100611,ENSMUSG00000100611.1,"predicted gene, 21247 [Source:MGI Symbol;Acc:MGI:5434602]",Gm21247
ENSMUSG00000101138,ENSMUSG00000101138.6,predicted gene 29210 [Source:MGI Symbol;Acc:MGI:5579916],Gm29210
ENSMUSG00000100871,ENSMUSG00000100871.1,predicted gene 29213 [Source:MGI Symbol;Acc:MGI:5579919],Gm29213
ENSMUSG00000100716,ENSMUSG00000100716.6,predicted gene 28550 [Source:MGI Symbol;Acc:MGI:5579256],Gm28550
ENSMUSG00000100325,ENSMUSG00000100325.1,predicted gene 28604 [Source:MGI Symbol;Acc:MGI:5579310],Gm28604
ENSMUSG00000100048,ENSMUSG00000100048.1,predicted gene 28603 [Source:MGI Symbol;Acc:MGI:5579309],Gm28603
ENSMUSG00000099789,ENSMUSG00000099789.6,predicted gene 28565 [Source:MGI Symbol;Acc:MGI:5579271],Gm28565
ENSMUSG00000099593,ENSMUSG00000099593.1,predicted gene 28566 [Source:MGI Symbol;Acc:MGI:5579272],Gm28566
ENSMUSG00000101109,ENSMUSG00000101109.6,predicted gene 28697 [Source:MGI Symbol;Acc:MGI:5579403],Gm28697
ENSMUSG00000101541,ENSMUSG00000101541.1,predicted gene 28554 [Source:MGI Symbol;Acc:MGI:5579260],Gm28554
ENSMUSG00000094782,ENSMUSG00000094782.7,"predicted gene, 21256 [Source:MGI Symbol;Acc:MGI:5434611]",Gm21256
ENSMUSG00000100852,ENSMUSG00000100852.1,predicted gene 29056 [Source:MGI Symbol;Acc:MGI:5579762],Gm29056
ENSMUSG00000099532,ENSMUSG00000099532.1,predicted gene 29098 [Source:MGI Symbol;Acc:MGI:5579804],Gm29098
ENSMUSG00000118466,ENSMUSG00000118466.1,"predicted gene, 21170 [Source:MGI Symbol;Acc:MGI:5434525]",Gm21170
ENSMUSG00000102054,ENSMUSG00000102054.6,predicted gene 29373 [Source:MGI Symbol;Acc:MGI:5580079],Gm29373
ENSMUSG00000101131,ENSMUSG00000101131.1,predicted gene 29370 [Source:MGI Symbol;Acc:MGI:5580076],Gm29370
ENSMUSG00000099339,ENSMUSG00000099339.1,"predicted gene, 21751 [Source:MGI Symbol;Acc:MGI:5433915]",Gm21751
ENSMUSG00000099674,ENSMUSG00000099674.6,predicted gene 29166 [Source:MGI Symbol;Acc:MGI:5579872],Gm29166
ENSMUSG00000101069,ENSMUSG00000101069.1,predicted gene 28194 [Source:MGI Symbol;Acc:MGI:5578900],Gm28194
ENSMUSG00000101653,ENSMUSG00000101653.1,"predicted gene, 20792 [Source:MGI Symbol;Acc:MGI:5434148]",Gm20792
ENSMUSG00000100423,ENSMUSG00000100423.1,predicted gene 28754 [Source:MGI Symbol;Acc:MGI:5579460],Gm28754
ENSMUSG00000100023,ENSMUSG00000100023.1,predicted gene 28753 [Source:MGI Symbol;Acc:MGI:5579459],Gm28753
ENSMUSG00000099915,ENSMUSG00000099915.1,"predicted gene, 21191 [Source:MGI Symbol;Acc:MGI:5434546]",Gm21191
ENSMUSG00000100086,ENSMUSG00000100086.1,"predicted gene, 21271 [Source:MGI Symbol;Acc:MGI:5434626]",Gm21271
ENSMUSG00000101310,ENSMUSG00000101310.1,"predicted gene, 21281 [Source:MGI Symbol;Acc:MGI:5434636]",Gm21281
ENSMUSG00000100646,ENSMUSG00000100646.1,predicted gene 28193 [Source:MGI Symbol;Acc:MGI:5578899],Gm28193
ENSMUSG00000101200,ENSMUSG00000101200.1,"predicted gene, 20802 [Source:MGI Symbol;Acc:MGI:5434158]",Gm20802
ENSMUSG00000099903,ENSMUSG00000099903.1,predicted gene 29070 [Source:MGI Symbol;Acc:MGI:5579776],Gm29070
ENSMUSG00000100972,ENSMUSG00000100972.1,predicted gene 28553 [Source:MGI Symbol;Acc:MGI:5579259],Gm28553
ENSMUSG00000099409,ENSMUSG00000099409.1,predicted gene 28751 [Source:MGI Symbol;Acc:MGI:5579457],Gm28751
ENSMUSG00000099522,ENSMUSG00000099522.1,predicted gene 28752 [Source:MGI Symbol;Acc:MGI:5579458],Gm28752
ENSMUSG00000100938,ENSMUSG00000100938.1,predicted gene 28726 [Source:MGI Symbol;Acc:MGI:5579432],Gm28726
ENSMUSG00000101821,ENSMUSG00000101821.1,"predicted gene, 21308 [Source:MGI Symbol;Acc:MGI:5434663]",Gm21308
ENSMUSG00000101950,ENSMUSG00000101950.1,predicted gene 29267 [Source:MGI Symbol;Acc:MGI:5579973],Gm29267
ENSMUSG00000099441,ENSMUSG00000099441.1,predicted gene 29268 [Source:MGI Symbol;Acc:MGI:5579974],Gm29268
